user_id,item_id,behavior_type,time
100068031,315643365,1,2014-12-11 09
100068031,315643365,1,2014-12-11 09
100068031,315643365,1,2014-12-11 09
100068031,315643365,1,2014-12-11 09
104982265,315643365,1,2014-11-27 09
104982265,315643365,1,2014-11-27 09
106533248,315643365,1,2014-12-06 11
106533248,315643365,1,2014-12-06 11
106533248,315643365,1,2014-11-22 14
106533248,315643365,1,2014-11-22 13
106533248,315643365,1,2014-11-22 13
106533248,315643365,1,2014-11-22 14
106533248,315643365,4,2014-11-22 14
106533248,315643365,1,2014-11-22 13
106533248,315643365,1,2014-11-22 14
106533248,315643365,3,2014-11-22 13
106533248,315643365,1,2014-11-22 13
106533248,315643365,1,2014-12-06 11
106533248,315643365,1,2014-11-22 14
106533248,315643365,1,2014-11-22 14
100068031,115077614,1,2014-12-11 19
100068031,298622907,1,2014-12-11 01
100068031,298622907,1,2014-12-11 00
100068031,283187728,1,2014-12-11 18
100068031,283187728,1,2014-12-11 18
100068031,283187728,1,2014-12-11 18
100068031,398876711,1,2014-12-01 01
100068031,398876711,1,2014-12-01 01
100068031,398876711,1,2014-12-01 01
100068031,380847306,1,2014-11-26 22
100068031,380847306,1,2014-11-26 22
100068031,380847306,1,2014-11-26 22
100068031,377060433,1,2014-11-26 23
100068031,377060433,1,2014-11-26 23
100068031,285473304,1,2014-12-01 00
100068031,285473304,1,2014-11-26 23
108898700,285473304,1,2014-12-05 23
100068031,363675158,1,2014-11-26 22
108005192,363675158,1,2014-12-11 10
110908951,363675158,1,2014-12-14 21
110908951,363675158,1,2014-12-14 21
100068031,140503870,1,2014-11-25 23
100068031,140503870,1,2014-11-25 23
100068031,140503870,1,2014-11-25 23
105055586,140503870,1,2014-11-28 09
105055586,140503870,1,2014-11-28 09
105055586,140503870,1,2014-11-28 09
105055586,140503870,1,2014-11-28 09
100068031,372335629,1,2014-11-26 23
100068031,372335629,1,2014-11-26 23
100068031,372335629,1,2014-11-26 23
100068031,235862645,1,2014-12-10 22
100068031,235862645,1,2014-12-10 22
100068031,235862645,1,2014-12-10 22
100068031,180053509,1,2014-12-01 00
101364343,180053509,1,2014-12-13 21
100068031,147915671,1,2014-11-25 23
100068031,147915671,1,2014-11-25 23
100068031,147915671,1,2014-11-25 23
100068031,317874691,1,2014-11-26 23
100068031,317874691,1,2014-11-26 23
100068031,317874691,1,2014-11-26 23
100068031,77022368,1,2014-11-25 23
100068031,77022368,1,2014-11-25 23
100068031,77022368,1,2014-11-25 23
100068031,77022368,4,2014-11-25 23
100068031,225130052,1,2014-12-11 00
100068031,265554505,1,2014-11-26 23
108005192,265554505,1,2014-12-11 10
108005192,265554505,1,2014-12-11 10
108005192,265554505,1,2014-12-11 10
100068031,55633951,1,2014-12-10 22
100068031,55633951,1,2014-12-10 22
100068031,55633951,1,2014-12-10 22
100068031,55633951,1,2014-12-11 00
100068031,55633951,1,2014-12-11 00
100068031,55633951,1,2014-12-11 00
100068031,55633951,1,2014-12-11 00
100068031,55633951,1,2014-12-11 00
100068031,73946922,1,2014-11-25 23
100068031,73946922,1,2014-11-25 23
100068031,73946922,1,2014-11-25 23
100068031,112284760,1,2014-11-26 23
100068031,112284760,1,2014-11-26 23
100068031,112284760,1,2014-11-26 23
100068031,112284760,1,2014-11-26 23
100068031,203452706,1,2014-12-11 18
100068031,203452706,1,2014-12-11 18
100068031,203452706,1,2014-12-11 18
100068031,29057984,1,2014-12-11 01
100068031,29057984,1,2014-12-11 01
100068031,29057984,1,2014-12-11 01
100068031,29057984,1,2014-12-11 01
100068031,351617502,1,2014-12-03 00
100586848,351617502,1,2014-11-18 19
10176801,351617502,1,2014-12-09 17
10176801,351617502,1,2014-12-09 17
108883904,351617502,1,2014-11-20 23
108883904,351617502,1,2014-11-20 23
108883904,351617502,1,2014-11-20 23
109016093,351617502,1,2014-12-10 01
109016093,351617502,1,2014-12-03 00
109016093,351617502,1,2014-12-10 01
109216928,351617502,1,2014-12-04 03
111693916,351617502,1,2014-11-30 01
111693916,351617502,1,2014-11-28 05
111693916,351617502,1,2014-11-30 01
111693916,351617502,1,2014-11-30 01
111693916,351617502,1,2014-11-27 06
111693916,351617502,1,2014-11-27 06
111693916,351617502,1,2014-11-28 05
111693916,351617502,1,2014-11-27 06
100068031,171197008,1,2014-11-26 23
111174406,171197008,4,2014-11-22 15
111174406,171197008,1,2014-11-22 15
111174406,171197008,1,2014-11-22 15
111174406,171197008,1,2014-11-22 15
111174406,171197008,1,2014-11-22 15
100068031,36153140,1,2014-12-01 00
100068031,36153140,1,2014-12-01 00
100068031,36153140,1,2014-12-01 00
100068031,38080682,1,2014-12-01 00
100068031,382450582,1,2014-12-11 00
100068031,273494141,1,2014-11-25 23
100068031,286429789,1,2014-12-01 01
100068031,358223498,1,2014-11-25 23
100068031,152618790,1,2014-11-26 23
108005192,152618790,1,2014-12-11 10
100068031,209383858,1,2014-12-11 19
100068031,209383858,1,2014-12-11 19
100068031,209383858,1,2014-12-11 19
100068031,40841338,1,2014-11-26 23
100068031,40841338,1,2014-11-26 23
100068031,40841338,1,2014-11-26 23
104982265,40841338,1,2014-11-29 10
109476425,40841338,1,2014-12-01 19
100068031,404365544,1,2014-12-01 01
100068031,368555026,1,2014-12-11 19
100068031,368555026,1,2014-12-11 19
100068031,368555026,1,2014-12-11 19
100068031,158741678,1,2014-11-25 23
100068031,158741678,1,2014-11-25 23
100068031,323813905,1,2014-12-01 00
100068031,323813905,1,2014-12-01 00
100068031,323813905,1,2014-12-01 00
100068031,62199915,1,2014-12-01 00
100068031,277547183,1,2014-11-26 23
108883904,277547183,1,2014-11-26 21
108883904,277547183,1,2014-11-25 19
108883904,277547183,1,2014-11-26 21
100068031,64269285,1,2014-12-01 01
100068031,103662408,1,2014-11-26 23
100068031,396971175,1,2014-11-26 23
100068031,396971175,1,2014-11-26 23
100068031,396971175,1,2014-11-26 23
100068031,134749334,1,2014-12-11 19
100068031,134749334,1,2014-12-11 19
100068031,134749334,1,2014-12-11 19
100068031,134749334,1,2014-12-11 19
100068031,1977352,1,2014-12-01 00
100068031,34948431,1,2014-11-25 23
100068031,34948431,1,2014-11-25 23
100068031,34948431,1,2014-11-25 23
100068031,332427144,1,2014-11-26 23
100068031,377056172,1,2014-11-26 23
100068031,239537665,1,2014-12-11 00
100068031,239537665,1,2014-12-10 22
100068031,239537665,1,2014-12-10 22
100068031,239537665,1,2014-12-11 00
100068031,239537665,1,2014-12-11 00
100068031,193039837,1,2014-12-11 00
100068031,225356158,1,2014-11-26 23
100068031,308148888,1,2014-12-01 00
100068031,56534263,1,2014-12-01 00
100068031,56534263,1,2014-11-25 23
100068031,56534263,1,2014-12-11 01
108883904,56534263,1,2014-12-13 21
108883904,56534263,1,2014-12-13 21
100068031,109121769,1,2014-11-25 23
100068031,109121769,1,2014-11-26 23
100068031,109121769,1,2014-11-26 23
100068031,109121769,1,2014-11-25 23
100068031,66654062,1,2014-11-25 23
100068031,33837183,1,2014-11-26 23
100068031,59426911,1,2014-11-25 23
108005192,59426911,1,2014-12-11 10
100068031,249200519,1,2014-11-26 23
100068031,192788245,1,2014-12-01 01
100068031,6439804,1,2014-11-26 22
108883904,6439804,1,2014-12-13 21
100068031,353948465,1,2014-12-01 00
100068031,5812063,1,2014-11-26 23
100068031,5812063,1,2014-11-26 23
100068031,28675066,1,2014-11-25 23
100068031,375239920,1,2014-12-01 00
100068031,191645973,1,2014-12-11 01
100068031,370448794,1,2014-11-26 23
100068031,387629503,1,2014-11-22 10
100068031,292335356,1,2014-12-11 00
100068031,7881032,1,2014-11-25 23
100068031,98517695,1,2014-12-11 19
100068031,165127749,1,2014-11-26 23
100068031,20157319,1,2014-12-01 00
100068031,134223512,1,2014-11-26 23
100068031,225206999,1,2014-12-01 00
100068031,78955340,1,2014-11-26 23
108005192,78955340,1,2014-12-11 10
100068031,326958270,1,2014-12-11 01
100068031,367054865,1,2014-12-11 01
100068031,18513498,1,2014-12-11 01
100068031,829050,1,2014-11-26 23
100068031,226812456,1,2014-11-25 23
108883904,226812456,1,2014-12-12 15
108883904,226812456,1,2014-11-18 23
100068031,286141563,1,2014-12-10 22
100068031,215355147,1,2014-12-11 00
100068031,359160282,1,2014-12-11 00
100068031,375891856,1,2014-11-26 23
100068031,291916398,1,2014-12-11 00
100068031,81681251,1,2014-12-01 00
100068031,236312871,1,2014-12-11 00
100076491,64463105,1,2014-12-02 22
100076491,64463105,1,2014-12-02 22
100076491,64463105,1,2014-12-02 22
100076491,64463105,1,2014-12-02 22
100076491,58855938,1,2014-12-04 15
100076491,58855938,1,2014-12-04 15
100076491,58855938,1,2014-12-04 15
100076491,164474478,1,2014-12-04 15
100076491,164474478,1,2014-12-04 15
100076491,164474478,1,2014-12-04 15
100076491,191963647,1,2014-12-02 22
100076491,191963647,1,2014-12-02 22
100076491,191963647,1,2014-12-04 15
100076491,191963647,1,2014-12-02 22
100076491,191963647,1,2014-12-04 15
100076491,191963647,4,2014-12-02 22
100076491,191963647,1,2014-12-02 22
100076491,191963647,1,2014-12-04 15
100076491,191963647,1,2014-12-02 22
100076491,191963647,1,2014-12-04 15
100076491,191963647,1,2014-12-02 22
100076491,191963647,1,2014-12-02 22
100076491,28462638,1,2014-12-03 11
100076491,28462638,1,2014-12-15 23
100076491,28462638,2,2014-12-01 15
100076491,28462638,1,2014-12-02 22
100076491,28462638,1,2014-12-02 22
100076491,28462638,1,2014-12-16 19
100076491,28462638,1,2014-12-03 11
100076491,28462638,1,2014-12-01 15
100076491,28462638,1,2014-12-02 21
100076491,28462638,1,2014-12-01 15
100076491,28462638,1,2014-12-02 21
100076491,28462638,1,2014-12-02 22
100076491,28462638,3,2014-12-02 22
100076491,28462638,2,2014-12-02 22
100076491,28462638,1,2014-12-16 19
100076491,28462638,1,2014-12-02 22
100076491,28462638,1,2014-12-01 15
100076491,28462638,1,2014-12-02 22
100076491,28462638,1,2014-12-02 21
100076491,28462638,1,2014-12-01 15
100076491,28462638,1,2014-12-03 11
100076491,28462638,1,2014-12-02 22
100076491,28462638,4,2014-12-02 22
100076491,28462638,1,2014-12-08 17
100076491,28462638,1,2014-12-02 22
100076491,28462638,1,2014-12-02 22
100076491,28462638,1,2014-12-08 17
100076491,28462638,1,2014-12-03 11
100076491,28462638,1,2014-12-16 19
100076491,28462638,1,2014-12-02 21
100076491,28462638,1,2014-12-16 19
100076491,28462638,1,2014-12-02 21
100076491,28462638,1,2014-12-15 23
100076491,28462638,1,2014-12-02 22
100076491,66854985,1,2014-12-01 15
100076491,66854985,1,2014-12-04 15
100076491,339694011,1,2014-12-01 15
100076491,339694011,1,2014-12-04 15
100076491,83165205,1,2014-12-04 15
100076491,311433807,1,2014-12-04 15
100076491,182387614,1,2014-12-01 15
100076491,182387614,1,2014-12-01 15
100076491,182387614,1,2014-12-01 15
100076491,344105586,1,2014-12-04 15
100076491,344105586,1,2014-12-04 15
100076491,344105586,1,2014-12-04 15
101006899,344105586,1,2014-12-09 13
102033883,344105586,1,2014-12-16 23
100076491,312609375,1,2014-12-01 15
100076491,224764013,1,2014-12-02 22
100076491,224764013,1,2014-12-02 22
100076491,95420279,1,2014-12-01 15
100076491,95420279,1,2014-12-01 15
100076491,95420279,1,2014-12-01 15
111326653,95420279,1,2014-12-06 19
111326653,95420279,1,2014-12-06 19
100076491,154048442,1,2014-12-02 22
100076491,154048442,1,2014-12-02 22
100076491,43898336,1,2014-12-04 15
100076491,286297354,1,2014-11-19 19
100076491,286297354,1,2014-11-19 19
100076491,286297354,1,2014-11-19 19
100076491,286297354,1,2014-11-19 19
100076491,60159142,1,2014-11-20 12
100076491,60159142,1,2014-11-20 12
100076491,56571788,1,2014-12-01 15
100076491,56571788,1,2014-12-01 15
100076491,56571788,1,2014-12-01 15
100076491,200311996,1,2014-12-01 15
100076491,200311996,1,2014-12-01 15
100076491,200311996,1,2014-12-01 15
100076491,224390742,1,2014-11-20 12
100076491,224390742,1,2014-11-20 12
100076491,224390742,1,2014-11-20 12
100076491,389290428,1,2014-12-01 15
100076491,208256342,1,2014-12-01 15
100076491,88098945,1,2014-12-01 15
100076491,88098945,1,2014-12-01 15
100076491,88098945,1,2014-12-01 15
100076491,88098945,1,2014-12-01 15
100076491,72577897,1,2014-12-01 15
100076491,72577897,1,2014-12-01 15
100076491,72577897,1,2014-12-01 15
100076491,72577897,1,2014-12-01 15
100076491,2595152,1,2014-12-01 15
100076491,2595152,1,2014-12-01 15
100076491,2595152,1,2014-12-01 15
100076491,323344696,1,2014-12-04 15
100076491,323344696,1,2014-12-04 15
100076491,323344696,1,2014-12-04 15
100076491,104871610,1,2014-12-01 15
100076491,336489649,1,2014-12-01 15
100076491,260248770,1,2014-12-01 15
100076491,259476032,1,2014-12-01 15
100076491,288969499,1,2014-12-04 15
100076491,288969499,1,2014-12-01 15
100076491,288969499,1,2014-12-04 15
100076491,288969499,1,2014-12-04 15
100076491,12830818,1,2014-12-01 15
100076491,342630519,1,2014-12-04 15
100076491,68720655,1,2014-12-04 15
100076491,220922897,1,2014-11-19 18
100076491,220922897,1,2014-11-19 18
100076491,54631150,1,2014-11-21 02
100076491,54631150,1,2014-11-21 02
100076491,188921634,1,2014-12-02 22
100076491,388673496,1,2014-12-01 15
100076491,92495463,1,2014-12-01 15
100076491,92495463,1,2014-12-01 15
100076491,92495463,1,2014-12-01 15
100076491,266654234,1,2014-12-01 15
100076491,14135465,1,2014-12-04 15
100076491,291519708,1,2014-12-01 15
100076491,269630909,1,2014-12-04 15
100076491,653806,1,2014-12-01 15
100076491,60455503,1,2014-12-01 15
100076491,102539114,1,2014-12-04 15
100076491,84897983,1,2014-12-01 15
100076491,44891432,1,2014-12-04 15
100076491,243412009,1,2014-12-04 15
100076491,302123723,1,2014-12-01 15
100076491,206473678,1,2014-12-01 15
100076491,4882750,1,2014-12-01 15
100087810,279142590,1,2014-11-18 11
107604134,279142590,1,2014-11-18 16
107604134,279142590,1,2014-11-18 16
100087810,93751638,1,2014-11-18 11
100087810,46878789,1,2014-11-18 11
100087810,140674164,1,2014-11-18 11
100087810,140674164,1,2014-11-18 11
101830297,140674164,1,2014-11-18 16
101830297,140674164,1,2014-11-18 16
102744856,140674164,1,2014-11-18 02
102744856,140674164,1,2014-11-18 02
102865660,140674164,1,2014-11-24 21
102865660,140674164,1,2014-11-24 21
102865660,140674164,1,2014-11-24 21
104484472,140674164,1,2014-11-19 12
104484472,140674164,1,2014-11-19 12
104484472,140674164,1,2014-11-19 12
105723761,140674164,1,2014-12-03 11
105723761,140674164,1,2014-12-03 11
105723761,140674164,1,2014-12-03 11
100087810,5638046,1,2014-11-18 11
100087810,357397166,1,2014-11-18 10
104045572,357397166,1,2014-11-20 18
100087810,126902916,1,2014-11-18 11
102122962,126902916,1,2014-12-08 14
102122962,126902916,1,2014-12-08 14
102466261,126902916,1,2014-12-05 22
102466261,126902916,1,2014-12-05 22
102744856,126902916,1,2014-11-18 02
102744856,126902916,1,2014-11-18 02
10659204,126902916,1,2014-12-04 20
107484011,126902916,1,2014-11-25 13
10771734,126902916,1,2014-11-29 15
10771734,126902916,1,2014-11-29 15
10771734,126902916,2,2014-11-27 17
10771734,126902916,1,2014-11-29 15
10771734,126902916,1,2014-11-27 17
10771734,126902916,1,2014-11-29 16
10771734,126902916,1,2014-11-27 10
10771734,126902916,1,2014-11-29 16
10771734,126902916,1,2014-11-28 08
10771734,126902916,1,2014-11-29 15
10771734,126902916,1,2014-11-27 10
10771734,126902916,1,2014-11-28 08
107772719,126902916,1,2014-11-23 13
107772719,126902916,2,2014-11-23 16
107772719,126902916,1,2014-11-23 13
107772719,126902916,1,2014-11-27 18
107772719,126902916,1,2014-11-27 18
107772719,126902916,1,2014-11-23 13
107772719,126902916,1,2014-11-27 18
107772719,126902916,1,2014-11-23 13
107772719,126902916,1,2014-11-23 13
108656579,126902916,1,2014-11-19 23
111432262,126902916,1,2014-12-12 08
111432262,126902916,1,2014-12-12 08
100087810,242001622,1,2014-11-18 11
100087810,321809149,1,2014-11-18 11
100167622,321809149,1,2014-12-06 12
100167622,321809149,1,2014-12-06 12
107604134,321809149,1,2014-11-18 16
107604134,321809149,1,2014-11-30 12
107604134,321809149,1,2014-11-18 16
107604134,321809149,1,2014-11-30 16
107604134,321809149,1,2014-11-30 16
107625053,321809149,1,2014-11-18 13
107625053,321809149,1,2014-11-18 13
107625053,321809149,1,2014-11-18 13
100097524,372600182,1,2014-12-05 15
100097524,372600182,1,2014-12-05 15
100097524,372600182,4,2014-12-02 01
100097524,372600182,1,2014-12-05 15
100097524,372600182,1,2014-12-02 01
100097524,372600182,1,2014-12-02 01
100097524,372600182,1,2014-12-05 15
100097524,372600182,1,2014-12-02 01
100097524,372600182,1,2014-12-02 01
110581771,372600182,2,2014-11-22 19
110581771,372600182,1,2014-11-22 19
110581771,372600182,1,2014-11-22 19
110581771,372600182,1,2014-11-22 19
110581771,372600182,1,2014-11-22 19
110581771,372600182,4,2014-11-22 20
111501667,372600182,1,2014-12-03 00
111501667,372600182,1,2014-12-03 00
100097524,101185531,1,2014-12-05 15
100097524,101185531,1,2014-12-05 15
100097524,101185531,1,2014-12-05 15
100097524,101185531,4,2014-12-02 01
100097524,101185531,1,2014-12-02 01
100097524,115851077,1,2014-12-07 22
100097524,115851077,1,2014-12-07 22
105284450,115851077,1,2014-11-25 11
107281343,115851077,1,2014-12-10 21
100097524,127487126,1,2014-12-02 01
100097524,127487126,1,2014-12-02 01
100097524,127487126,1,2014-12-02 01
110581771,127487126,1,2014-11-22 19
100097524,247333753,1,2014-11-20 20
100097524,247333753,1,2014-11-20 20
100097524,166005742,1,2014-12-10 21
100097524,166005742,1,2014-12-10 21
100097524,111171680,1,2014-12-02 09
10009860,310411889,1,2014-12-09 21
10009860,310411889,1,2014-12-09 21
10009860,310411889,1,2014-12-09 21
105254663,310411889,1,2014-11-26 13
105254663,310411889,1,2014-11-26 13
10735026,310411889,1,2014-11-24 19
10735026,310411889,1,2014-11-24 19
110973556,310411889,1,2014-11-24 01
110973556,310411889,1,2014-11-24 01
110973556,310411889,1,2014-11-24 01
10009860,215836213,1,2014-12-09 21
10009860,215836213,1,2014-12-09 21
10009860,201506051,1,2014-12-09 21
10009860,201506051,1,2014-12-09 21
105254663,201506051,1,2014-11-26 13
105254663,201506051,1,2014-11-26 13
105254663,201506051,1,2014-11-26 13
100112527,362626075,1,2014-11-28 12
100112527,362626075,1,2014-11-28 12
100112527,261616787,1,2014-11-26 22
100112527,261616787,1,2014-11-26 22
100112527,400906705,1,2014-11-27 22
100112527,400906705,1,2014-11-27 22
100112527,244217671,1,2014-11-18 21
100112527,244217671,1,2014-11-18 21
100112527,357661120,1,2014-11-26 22
100112527,357661120,1,2014-11-20 19
100112527,357661120,1,2014-11-28 12
