,user_id,item_id,type_1,type_2,type_3,type_4_x,type_4_y,labels
48,10238478,338820627,2,0,0,0,0.0,0.0
49,10238478,342605480,1,0,0,0,0.0,0.0
50,10238478,362824791,3,0,0,0,0.0,0.0
51,10238478,365860165,5,0,0,0,0.0,0.0
52,10238478,384495196,2,0,0,0,0.0,0.0
53,10357743,173701753,4,0,0,0,0.0,0.0
54,10357743,268085387,2,0,0,0,0.0,0.0
55,10357743,359788513,2,0,0,0,0.0,0.0
56,10496835,58210561,3,0,0,0,0.0,0.0
57,10659204,6039035,4,0,0,0,0.0,0.0
58,10659204,18465910,3,0,0,0,0.0,0.0
59,10659204,35572053,4,0,0,0,0.0,0.0
60,10659204,133166406,2,0,0,0,0.0,0.0
61,10659204,226058024,2,0,0,1,0.0,0.0
62,10659204,241123666,2,0,0,0,0.0,0.0
63,10659204,245598679,2,0,0,0,0.0,0.0
64,10659204,259053270,1,0,0,0,0.0,0.0
65,10659204,279375049,2,0,0,0,0.0,0.0
66,10659204,343202406,3,0,0,0,0.0,0.0
67,10659204,366620513,4,0,0,0,0.0,0.0
68,10659204,377579702,2,0,0,0,0.0,0.0
69,10672143,341126468,1,0,0,0,0.0,0.0
70,10713699,9675132,3,0,0,0,0.0,0.0
71,10713699,154437411,1,0,0,0,0.0,0.0
72,10713699,313674631,5,0,0,0,0.0,0.0
73,10713699,318521641,2,0,0,0,0.0,0.0
74,10820115,383472921,3,0,0,0,0.0,0.0
75,10823697,36410770,4,0,0,0,0.0,0.0
76,11052282,47810172,3,0,0,0,0.0,0.0
77,11052282,328580466,3,0,1,1,0.0,0.0
78,100135783,2317335,1,0,0,0,0.0,0.0
79,100135783,100231517,1,0,0,0,0.0,0.0
80,100135783,104390410,1,0,0,0,0.0,0.0
81,100135783,106900876,3,0,0,0,0.0,0.0
82,100135783,129671254,1,0,0,0,0.0,0.0
83,100135783,138249700,1,0,0,0,0.0,0.0
84,100135783,149865571,1,0,0,0,0.0,0.0
85,100135783,174317790,1,0,0,0,0.0,0.0
86,100135783,182674415,2,0,0,0,0.0,0.0
87,100135783,185265441,1,0,0,0,0.0,0.0
88,100135783,219752854,3,0,0,0,0.0,0.0
89,100135783,245023378,4,0,0,0,0.0,0.0
90,100135783,284931923,1,0,0,0,0.0,0.0
91,100135783,318316309,3,0,0,0,0.0,0.0
92,100135783,345367768,1,0,0,0,0.0,0.0
93,100135783,366091652,1,0,0,0,0.0,0.0
94,100135783,376521263,3,0,0,0,0.0,0.0
95,100135783,400188221,1,0,0,0,0.0,0.0
96,100226515,9816288,2,0,0,0,0.0,0.0
97,100226515,42491395,2,0,0,0,0.0,0.0
98,100226515,78218517,2,0,0,0,0.0,0.0
99,100226515,195287458,2,0,0,0,0.0,0.0
100,100226515,240183755,7,1,1,0,0.0,0.0
101,100226515,242461314,2,0,0,0,0.0,0.0
102,100226515,250781249,4,0,0,0,0.0,0.0
103,100226515,260210381,6,0,1,1,0.0,0.0
104,100226515,270613459,2,0,0,0,0.0,0.0
105,100226515,279270014,3,0,0,0,0.0,0.0
106,100226515,285949544,3,0,0,0,0.0,0.0
107,100226515,323575240,2,0,0,0,0.0,0.0
108,100226515,330966172,2,0,0,0,0.0,0.0
109,100226515,383472921,2,0,0,0,0.0,0.0
110,100226515,386288949,4,0,0,0,0.0,0.0
111,100253557,26808411,1,0,0,0,0.0,0.0
112,100253557,211268507,1,0,0,0,0.0,0.0
113,100442521,30872044,1,0,0,0,0.0,0.0
114,100442521,41364365,1,0,0,0,0.0,0.0
115,100442521,43166202,3,0,0,0,0.0,0.0
116,100442521,56912591,1,0,0,0,0.0,0.0
117,100442521,80682163,1,0,0,0,0.0,0.0
118,100442521,87030081,6,0,1,0,1.0,1.0
119,100442521,127658419,5,0,1,0,0.0,0.0
120,100442521,127819102,4,1,1,0,0.0,0.0
121,100442521,134682937,2,0,0,0,0.0,0.0
122,100442521,141249297,1,0,0,0,0.0,0.0
123,100442521,206377150,3,0,0,0,0.0,0.0
124,100442521,215200899,2,0,0,0,0.0,0.0
125,100442521,222504383,1,0,0,0,0.0,0.0
126,100442521,225667411,4,0,1,0,0.0,0.0
127,100442521,243814783,3,0,0,0,0.0,0.0
128,100442521,244784735,6,0,1,0,1.0,1.0
129,100442521,264036302,4,0,0,0,0.0,0.0
130,100442521,283175939,1,0,0,0,0.0,0.0
131,100442521,286120430,1,0,0,0,0.0,0.0
132,100442521,327046197,2,0,0,0,0.0,0.0
133,100442521,333445454,6,0,1,0,0.0,0.0
134,100442521,337569575,2,0,0,0,0.0,0.0
135,100442521,362002225,11,0,1,0,1.0,1.0
136,100442521,368804449,3,0,0,0,0.0,0.0
137,100442521,372041476,2,0,0,0,0.0,0.0
138,100442521,375657972,1,0,0,0,0.0,0.0
139,100442521,394801351,1,0,0,0,0.0,0.0
140,100764094,300785042,3,0,0,0,0.0,0.0
141,100764607,18906149,2,0,0,0,0.0,0.0
142,100764607,64305218,2,0,0,0,0.0,0.0
143,100793587,141218211,2,1,0,0,0.0,0.0
144,100852879,23440914,1,0,0,0,0.0,0.0
145,100852879,54424232,4,1,0,0,0.0,0.0
146,100852879,58219692,1,0,0,0,0.0,0.0
147,100852879,111281957,3,0,0,0,0.0,0.0
148,100852879,142957528,1,0,0,0,0.0,0.0
149,100852879,171571302,3,0,0,0,0.0,0.0
150,100852879,181041681,1,0,0,0,0.0,0.0
151,100942651,47302347,5,0,0,0,0.0,0.0
152,100942651,264519603,2,0,0,0,0.0,0.0
153,100998991,13419717,1,0,0,0,0.0,0.0
154,100998991,16791199,2,0,0,0,0.0,0.0
155,100998991,61751494,1,0,0,0,0.0,0.0
156,100998991,73698207,1,0,0,0,0.0,0.0
157,100998991,98572472,2,0,0,0,0.0,0.0
158,100998991,109531535,3,0,0,0,0.0,0.0
159,100998991,176842457,3,0,0,0,0.0,0.0
160,100998991,296967610,1,0,0,0,0.0,0.0
161,100998991,307170238,2,0,0,0,0.0,0.0
162,100998991,349051058,3,0,0,0,0.0,0.0
163,100998991,368134419,3,0,0,0,0.0,0.0
164,100998991,387007416,2,0,0,0,0.0,0.0
165,100998991,402495897,1,0,0,0,0.0,0.0
166,101033902,105654361,2,0,0,0,0.0,0.0
167,101033902,115638219,1,0,0,0,0.0,0.0
168,101033902,119258890,3,0,0,0,0.0,0.0
169,101033902,137180723,1,0,0,0,0.0,0.0
170,101033902,165496987,2,0,0,0,0.0,0.0
171,101033902,299076713,1,0,0,0,0.0,0.0
172,101105140,16585103,4,1,1,0,0.0,0.0
173,101105140,61101290,3,0,0,0,0.0,0.0
174,101105140,76282167,2,0,0,0,0.0,0.0
175,101105140,91963659,1,0,0,0,0.0,0.0
176,101105140,160588994,4,0,0,0,0.0,0.0
177,101105140,167726102,3,0,0,0,0.0,0.0
178,101105140,327118076,2,0,0,0,0.0,0.0
179,101105140,371316129,2,0,0,0,0.0,0.0
180,101105140,374951955,2,0,0,0,0.0,0.0
181,101157490,54629528,2,0,0,0,0.0,0.0
182,101157490,383320118,2,0,0,0,0.0,0.0
183,101289766,141878418,2,0,0,0,0.0,0.0
184,101321698,34038889,2,0,0,0,0.0,0.0
185,101321698,94062845,2,0,0,0,0.0,0.0
186,101321698,230125640,2,0,0,0,0.0,0.0
187,101364343,56364894,1,0,0,0,0.0,0.0
188,101366281,221226577,2,0,0,0,0.0,0.0
189,101380978,47210838,9,0,1,1,0.0,0.0
190,101380978,156217820,1,0,0,0,0.0,0.0
191,101380978,274944002,1,0,0,0,0.0,0.0
192,101380978,290775468,3,0,0,0,0.0,0.0
193,101380978,292005475,4,0,0,0,0.0,0.0
194,101480065,341914056,2,0,0,0,0.0,0.0
195,101480065,352268671,2,0,0,0,0.0,0.0
196,101512315,276925328,4,0,0,1,0.0,0.0
197,101982646,12816143,1,0,0,0,0.0,0.0
198,101982646,109848818,1,0,0,0,0.0,0.0
199,101982646,132985064,1,0,0,0,0.0,0.0
200,101982646,136705091,1,0,0,0,0.0,0.0
201,101982646,169192914,1,0,0,0,0.0,0.0
202,101982646,177352492,1,0,0,0,0.0,0.0
203,101982646,204703424,3,0,0,0,0.0,0.0
204,101982646,218663421,4,0,0,0,0.0,0.0
205,101982646,280462559,1,0,0,0,0.0,0.0
206,101982646,354997400,1,0,0,0,0.0,0.0
207,101982646,385706914,1,0,0,0,0.0,0.0
208,102011320,1046852,2,0,0,0,0.0,0.0
209,102011320,18027322,2,0,0,0,0.0,0.0
210,102011320,83013703,2,0,0,0,0.0,0.0
211,102011320,111712312,4,0,0,0,0.0,0.0
212,102011320,187584759,2,0,0,0,0.0,0.0
213,102011320,250884645,2,0,0,0,0.0,0.0
214,102011320,272374660,4,1,0,1,0.0,0.0
215,102011320,283400197,6,0,0,0,0.0,0.0
216,102011320,337076813,3,0,0,0,0.0,0.0
217,102033883,41004912,2,0,0,0,0.0,0.0
218,102033883,144841687,3,0,0,0,0.0,0.0
219,102033883,152424066,3,0,0,0,0.0,0.0
220,102033883,163468638,2,0,0,0,0.0,0.0
221,102033883,187982063,3,0,0,0,0.0,0.0
222,102033883,280705766,2,0,0,0,0.0,0.0
223,102033883,393469206,3,0,0,0,0.0,0.0
224,102105235,72078009,3,0,0,0,0.0,0.0
225,102105235,116247903,1,0,1,1,0.0,0.0
226,102105235,139957398,4,0,0,0,0.0,0.0
227,102115747,956353,1,0,0,0,0.0,0.0
228,102115747,6524312,3,0,0,0,0.0,0.0
229,102115747,69986527,3,1,0,0,0.0,0.0
230,102115747,140505435,5,1,0,0,0.0,0.0
231,102115747,142041279,2,0,0,0,0.0,0.0
232,102115747,149548201,2,0,0,0,0.0,0.0
233,102115747,159024482,2,0,0,0,0.0,0.0
234,102115747,220467209,0,1,0,0,0.0,0.0
235,102115747,379376739,2,1,0,0,0.0,0.0
236,102309547,287172448,2,0,0,0,0.0,0.0
237,102419146,14863971,1,0,0,0,0.0,0.0
238,102419146,27417130,1,0,0,0,0.0,0.0
239,102419146,47850945,1,0,0,0,0.0,0.0
240,102419146,113947617,1,0,0,0,0.0,0.0
241,102419146,149688569,2,0,0,0,0.0,0.0
242,102419146,150527460,1,0,0,0,0.0,0.0
243,102419146,182082204,1,0,0,0,0.0,0.0
244,102419146,191963843,1,0,0,0,0.0,0.0
245,102419146,203985208,1,0,0,0,0.0,0.0
246,102419146,223316688,1,0,0,0,0.0,0.0
247,102419146,278436955,1,0,0,0,0.0,0.0
248,102419146,322380855,1,0,0,0,0.0,0.0
249,102510358,165981152,1,0,0,0,0.0,0.0
250,102510358,329621786,2,0,0,0,0.0,0.0
251,102750979,296221036,1,0,0,0,0.0,0.0
252,102823423,76256730,5,0,0,0,0.0,0.0
253,102823423,275930974,4,0,0,0,0.0,0.0
254,102823423,323327314,4,0,0,0,0.0,0.0
255,102868558,32257601,1,0,0,0,0.0,0.0
256,102868558,74770057,1,0,0,0,0.0,0.0
257,102868558,77123407,1,0,0,0,0.0,0.0
258,102868558,111359737,1,0,0,0,0.0,0.0
259,102868558,216621603,1,0,0,0,0.0,0.0
260,102868558,220245846,1,0,0,0,0.0,0.0
261,102868558,255887101,1,0,0,0,0.0,0.0
262,102868558,267518004,1,0,0,0,0.0,0.0
263,102868558,306841124,1,0,0,0,0.0,0.0
264,102868558,339865254,1,0,0,0,0.0,0.0
265,102877426,73300400,2,0,0,0,0.0,0.0
266,102907225,40489858,1,0,0,0,0.0,0.0
267,102907225,113960265,1,0,0,0,0.0,0.0
268,102907225,118284222,1,0,0,0,0.0,0.0
269,102907225,234236369,1,0,0,0,0.0,0.0
270,102907225,262702670,2,0,0,0,0.0,0.0
271,102907225,334632612,1,0,0,0,0.0,0.0
272,102907225,349697707,1,0,0,0,0.0,0.0
273,102907225,384331280,1,0,0,0,0.0,0.0
274,102965698,343786381,1,0,0,0,0.0,0.0
275,103048774,84148868,3,0,0,0,0.0,0.0
276,103179805,5485345,2,0,0,0,0.0,0.0
277,103179805,121418279,2,0,0,0,0.0,0.0
278,103179805,131904115,2,0,0,0,0.0,0.0
279,103179805,149720892,2,0,0,0,0.0,0.0
280,103179805,240111823,3,0,0,0,0.0,0.0
281,103179805,263415843,2,0,0,0,0.0,0.0
282,103179805,273052482,2,0,0,0,0.0,0.0
283,103179805,285929276,2,0,0,0,0.0,0.0
284,103179805,287846805,3,0,0,0,0.0,0.0
285,103179805,349460648,2,0,0,0,0.0,0.0
286,103215328,3165996,1,0,0,0,0.0,0.0
287,103226533,31040941,2,0,0,0,0.0,0.0
288,103226932,12906416,2,0,0,0,0.0,0.0
289,103226932,62272963,1,1,0,0,0.0,0.0
290,103226932,252233687,2,1,0,0,0.0,0.0
291,103226932,303949875,2,0,0,0,0.0,0.0
292,103226932,343105107,2,1,0,0,0.0,0.0
293,103226932,349988140,2,0,0,0,0.0,0.0
294,103226932,353790909,3,1,0,0,0.0,0.0
295,103304407,11970327,2,0,0,0,0.0,0.0
296,103304407,24406369,1,0,0,0,0.0,0.0
297,103304407,33607689,1,0,0,0,0.0,0.0
298,103304407,35990861,1,0,0,0,0.0,0.0
299,103304407,59213098,1,0,0,0,0.0,0.0
300,103304407,71257284,1,0,0,0,0.0,0.0
301,103304407,75179048,3,0,0,0,0.0,0.0
302,103304407,79603726,1,0,0,0,0.0,0.0
303,103304407,82408694,3,0,0,0,0.0,0.0
304,103304407,100494886,2,0,0,0,0.0,0.0
305,103304407,145359849,1,0,0,0,0.0,0.0
306,103304407,162732137,2,0,0,0,0.0,0.0
307,103304407,168821643,1,0,0,0,0.0,0.0
308,103304407,206039198,4,0,0,0,0.0,0.0
309,103304407,230254921,2,0,0,0,0.0,0.0
310,103304407,266668346,3,0,0,0,0.0,0.0
311,103304407,272571680,1,0,0,0,0.0,0.0
312,103304407,278222910,1,0,0,0,0.0,0.0
313,103304407,279054247,1,0,0,0,0.0,0.0
314,103304407,287503660,1,0,0,0,0.0,0.0
315,103304407,311490252,9,0,1,1,0.0,0.0
316,103304407,316723891,4,0,0,0,0.0,0.0
317,103304407,327354131,3,0,0,0,0.0,0.0
318,103304407,330329450,6,0,1,1,0.0,0.0
319,103304407,338571717,2,0,0,0,0.0,0.0
320,103304407,359367067,1,0,0,0,0.0,0.0
321,103304407,361524558,2,0,0,0,0.0,0.0
322,103424518,301444118,1,0,1,0,0.0,0.0
323,103490614,144691794,3,0,0,0,0.0,0.0
324,103490614,226466959,2,0,1,0,0.0,0.0
325,103490614,228718184,2,0,0,0,0.0,0.0
326,103490614,291163947,1,0,0,0,0.0,0.0
327,103490614,298593341,1,0,0,0,0.0,0.0
328,103582477,169906652,1,0,0,0,0.0,0.0
329,103582477,374443371,3,0,0,0,0.0,0.0
330,103582477,375646881,3,0,0,0,0.0,0.0
331,103804138,19216906,1,0,0,0,0.0,0.0
332,103804138,42529159,5,0,0,0,0.0,0.0
333,103804138,123601142,2,0,0,0,0.0,0.0
334,103804138,187685635,2,0,0,0,0.0,0.0
335,103804138,335961429,2,0,0,0,0.0,0.0
336,103987519,74754037,3,0,0,0,0.0,0.0
337,103987519,310083951,3,0,0,0,0.0,0.0
338,104122201,193416319,1,0,0,0,0.0,0.0
339,104122201,243854818,4,0,0,0,0.0,0.0
340,104122201,245951751,1,0,0,0,0.0,0.0
341,104122201,268102178,2,0,0,0,0.0,0.0
342,104122201,279577435,1,0,0,0,0.0,0.0
343,104122201,368839149,3,0,0,0,0.0,0.0
344,104222239,309490687,2,0,0,0,0.0,0.0
345,104428489,71796857,2,0,0,0,0.0,0.0
346,104428489,120341900,5,1,1,0,0.0,0.0
347,104428489,136931663,2,0,0,0,0.0,0.0
348,104428489,141787760,2,0,0,0,0.0,0.0
349,104428489,195624962,1,0,0,0,0.0,0.0
350,104428489,218415196,2,0,0,0,0.0,0.0
351,104428489,222473548,2,0,0,0,0.0,0.0
352,104428489,287045289,2,0,0,0,0.0,0.0
353,104428489,314069950,2,0,0,0,0.0,0.0
354,104428489,333006076,2,0,0,0,0.0,0.0
355,104428489,364384500,2,0,0,0,0.0,0.0
356,104428489,382760120,2,0,0,0,0.0,0.0
357,104428489,390326919,2,0,0,0,0.0,0.0
358,104428489,398468852,2,0,0,0,0.0,0.0
359,104450296,162324900,1,0,0,0,0.0,0.0
360,104450296,347701227,2,0,0,0,0.0,0.0
361,104465491,37658060,2,0,0,0,0.0,0.0
362,104465491,52986757,2,0,0,0,0.0,0.0
363,104465491,63450389,1,0,0,0,0.0,0.0
364,104465491,121678345,2,0,0,0,0.0,0.0
365,104465491,124549127,1,0,0,0,0.0,0.0
366,104465491,126120227,5,0,0,0,0.0,0.0
367,104465491,136216154,2,0,0,0,0.0,0.0
368,104465491,168906886,4,0,0,0,0.0,0.0
369,104465491,187334041,3,0,0,0,0.0,0.0
370,104465491,194284439,2,0,0,0,0.0,0.0
371,104465491,203357641,1,0,0,0,0.0,0.0
372,104465491,244854937,1,0,0,0,0.0,0.0
373,104465491,281932304,4,0,0,0,0.0,0.0
374,104465491,366785957,1,0,0,0,0.0,0.0
375,104465491,375443823,3,0,0,0,0.0,0.0
376,104465491,400434074,4,0,0,0,0.0,0.0
377,104479195,70033043,1,0,0,0,0.0,0.0
378,104479195,80235122,1,0,0,0,0.0,0.0
379,104479195,187622165,3,0,0,0,0.0,0.0
380,104479195,233353129,1,0,0,0,0.0,0.0
381,104479195,262043769,2,0,0,0,0.0,0.0
382,104479195,264344706,7,0,0,0,0.0,0.0
383,104698099,383727,2,0,0,0,0.0,0.0
384,104698099,60844992,1,0,0,0,0.0,0.0
385,104698099,230273655,1,0,0,0,0.0,0.0
386,104698099,264758915,1,0,0,0,0.0,0.0
387,104698099,298133854,3,0,0,0,0.0,0.0
388,104698099,346526182,3,0,0,0,0.0,0.0
389,104698099,362749141,2,0,0,0,0.0,0.0
390,104725513,135918115,2,0,0,0,0.0,0.0
391,104725513,173535800,2,0,1,0,0.0,0.0
392,104725513,222514477,2,0,0,0,0.0,0.0
393,104725513,296360887,2,0,0,0,0.0,0.0
394,104982265,1570220,1,0,0,0,0.0,0.0
395,104982265,28280112,2,0,0,0,0.0,0.0
396,104982265,48065759,5,0,0,0,0.0,0.0
397,104982265,54899041,1,0,0,0,0.0,0.0
398,104982265,55514834,1,0,0,0,0.0,0.0
399,104982265,91147963,1,0,0,0,0.0,0.0
400,104982265,95194448,1,0,0,0,0.0,0.0
401,104982265,120030379,3,0,0,0,0.0,0.0
402,104982265,132806868,1,0,0,0,0.0,0.0
403,104982265,166780050,2,0,0,0,0.0,0.0
404,104982265,199097975,1,0,0,0,0.0,0.0
405,104982265,256847415,2,0,0,0,0.0,0.0
406,104982265,269262984,2,0,0,0,0.0,0.0
407,104982265,277789830,1,0,1,0,0.0,0.0
408,104982265,292243173,2,0,0,0,0.0,0.0
409,104982265,342353389,3,0,0,0,0.0,0.0
410,104982265,358752047,1,0,0,0,0.0,0.0
411,104982265,379876450,1,0,0,0,0.0,0.0
412,104982265,382117778,2,0,0,0,0.0,0.0
413,104982265,403546552,1,0,0,0,0.0,0.0
414,105003236,325221869,1,0,0,0,0.0,0.0
415,105265070,22302304,2,0,0,0,0.0,0.0
416,105265070,309984252,3,0,0,0,0.0,0.0
417,105284450,31895165,1,0,0,0,0.0,0.0
418,105284450,321854867,1,0,0,0,0.0,0.0
419,105315608,31073638,2,0,0,0,1.0,1.0
420,105315608,45577144,2,0,1,0,0.0,0.0
421,105315608,104021823,7,0,0,0,0.0,0.0
422,105315608,124821429,5,0,1,1,0.0,0.0
423,105315608,145242115,1,0,0,0,1.0,1.0
424,105315608,149923178,3,0,0,0,0.0,0.0
425,105315608,157607764,2,0,0,0,0.0,0.0
426,105315608,161824327,0,0,0,1,0.0,0.0
427,105315608,171445787,2,0,0,0,0.0,0.0
428,105315608,202025486,2,0,0,0,0.0,0.0
429,105315608,222344591,2,0,0,0,0.0,0.0
430,105315608,240913087,2,0,0,0,0.0,0.0
431,105315608,265992691,1,0,0,0,0.0,0.0
432,105315608,293819035,1,0,0,0,0.0,0.0
433,105315608,348644173,3,0,0,0,0.0,0.0
434,105315608,389742191,2,0,0,0,0.0,0.0
435,105315608,397803506,2,0,0,0,0.0,0.0
436,105315608,400445903,2,0,0,0,0.0,0.0
437,105410696,2317088,2,0,0,0,0.0,0.0
438,105410696,23569534,3,0,0,0,0.0,0.0
439,105410696,34587187,3,0,0,0,0.0,0.0
440,105410696,46011950,2,0,0,0,0.0,0.0
441,105410696,49252793,2,0,0,0,0.0,0.0
442,105410696,57765324,3,0,0,0,0.0,0.0
443,105410696,81919234,2,1,1,0,0.0,0.0
444,105410696,94527895,2,0,0,0,0.0,0.0
445,105410696,132338474,3,0,0,0,0.0,0.0
446,105410696,145596718,3,0,0,0,0.0,0.0
447,105410696,167495892,2,0,0,0,0.0,0.0
448,105410696,178379174,3,0,0,0,0.0,0.0
449,105410696,203770496,3,0,0,0,0.0,0.0
450,105410696,208669010,3,0,1,0,0.0,0.0
451,105410696,211141369,2,0,0,0,0.0,0.0
452,105410696,290528224,2,0,0,0,0.0,0.0
453,105410696,298350697,3,0,0,0,0.0,0.0
454,105410696,299754516,3,0,0,0,0.0,0.0
455,105410696,312607929,2,1,0,0,0.0,0.0
456,105410696,313472080,2,1,0,0,0.0,0.0
457,105410696,355989557,3,0,0,0,0.0,0.0
458,105410696,384668564,2,0,0,0,0.0,0.0
459,105410696,402328288,3,0,0,0,0.0,0.0
460,105615815,14164114,1,0,0,0,0.0,0.0
461,105615815,15870953,1,0,0,0,0.0,0.0
462,105615815,177789813,1,0,0,0,0.0,0.0
463,105615815,267012174,1,0,0,0,0.0,0.0
464,105615815,296193718,3,0,0,0,0.0,0.0
465,105615815,362002225,2,0,0,0,0.0,0.0
466,105726659,9081975,3,0,0,0,0.0,0.0
467,105726659,61064707,2,0,0,0,0.0,0.0
468,105726659,63591238,4,0,0,0,0.0,0.0
469,105726659,91992917,3,0,0,0,0.0,0.0
470,105726659,150429306,4,0,0,0,0.0,0.0
471,105726659,230177216,3,0,0,0,0.0,0.0
472,105726659,326626385,4,0,0,0,0.0,0.0
473,105726659,341072583,4,0,0,0,0.0,0.0
474,105726659,391777162,4,0,0,0,0.0,0.0
475,105726659,397425291,3,0,0,0,0.0,0.0
476,105747179,317996549,4,0,0,0,0.0,0.0
477,105769703,49264671,1,0,0,0,0.0,0.0
478,105769703,87628693,1,0,0,0,0.0,0.0
479,105769703,88448556,2,0,0,0,0.0,0.0
480,105769703,156763251,1,0,0,0,0.0,0.0
481,105769703,177503255,1,0,0,0,0.0,0.0
482,105769703,196060173,2,0,0,0,0.0,0.0
483,105769703,197378441,1,0,0,0,0.0,0.0
484,105769703,209678006,1,0,0,0,0.0,0.0
485,105769703,213509648,1,0,0,0,0.0,0.0
486,105769703,232733566,3,0,0,0,0.0,0.0
487,105769703,239806276,2,0,0,0,0.0,0.0
488,105769703,277149740,3,0,0,0,0.0,0.0
489,105769703,278622799,4,0,0,0,0.0,0.0
490,105769703,284497741,2,0,0,0,0.0,0.0
491,105769703,293500058,1,0,0,0,0.0,0.0
492,105769703,300317510,2,0,0,0,0.0,0.0
493,105769703,308820370,1,0,0,0,0.0,0.0
494,105769703,315289605,1,0,0,0,0.0,0.0
495,105769703,339887432,1,0,0,0,0.0,0.0
496,105769703,356022713,1,0,0,0,0.0,0.0
497,105792755,163676875,4,0,0,0,0.0,0.0
498,105792755,203003350,2,0,0,0,0.0,0.0
499,105792755,222541898,2,0,0,0,0.0,0.0
500,105792755,251935830,2,0,0,0,0.0,0.0
501,105792755,321201124,2,0,0,0,0.0,0.0
502,105792755,382358582,5,0,1,0,3.0,1.0
503,106117718,197129079,1,0,0,0,0.0,0.0
504,106157618,149517272,1,0,0,0,0.0,0.0
505,106166372,29909243,2,0,0,0,0.0,0.0
506,106166372,150512130,1,0,0,0,0.0,0.0
507,106166372,206450527,2,0,0,0,0.0,0.0
508,106230941,73313789,4,0,0,0,0.0,0.0
509,106240256,75681830,2,0,0,0,0.0,0.0
510,106315589,88848450,3,1,0,1,0.0,0.0
511,106365050,138904793,2,0,0,0,0.0,0.0
512,106365050,219076808,2,0,0,0,0.0,0.0
513,106531595,18170459,2,0,0,0,0.0,0.0
514,106531595,41362593,2,0,0,0,0.0,0.0
515,106531595,73518948,2,0,1,0,0.0,0.0
516,106531595,299836688,2,0,0,0,0.0,0.0
517,106531595,354839194,2,0,0,0,0.0,0.0
518,106531595,377408757,2,0,0,0,0.0,0.0
519,106533248,341914056,1,0,0,0,0.0,0.0
520,106579874,90767623,3,0,0,0,0.0,0.0
521,106579874,96684394,2,0,1,0,0.0,0.0
522,107093072,98056421,2,0,0,0,0.0,0.0
523,107093072,376665433,2,0,0,0,0.0,0.0
524,107100014,92556051,3,0,0,0,0.0,0.0
525,107100014,199289697,2,0,0,0,0.0,0.0
526,107100014,286505049,1,0,0,0,0.0,0.0
527,107100014,344930570,1,0,0,0,0.0,0.0
528,107100014,348361678,4,0,0,0,0.0,0.0
529,107100014,354111710,0,0,1,0,1.0,1.0
530,107264015,372406579,4,0,0,0,0.0,0.0
531,107295446,75583420,2,0,0,0,0.0,0.0
532,107295446,252803972,2,0,0,0,0.0,0.0
533,107436887,215402213,2,0,0,0,0.0,0.0
534,107461040,104719738,2,0,0,0,0.0,0.0
