,time_day,user_id,item_id,type_1,type_2,type_3,type_4
44,2014-11-18,10095384,328554671,2,0,0,0
45,2014-11-18,10095384,336976925,2,0,0,0
46,2014-11-18,10095384,362134314,2,1,0,0
47,2014-11-18,10095384,374899617,3,1,0,0
48,2014-11-18,10095384,383106449,2,0,0,0
49,2014-11-18,10095384,391287520,2,0,0,0
50,2014-11-18,10176801,118292879,2,0,0,0
51,2014-11-18,10260285,43452294,3,0,0,0
52,2014-11-18,10260285,56211103,3,0,0,0
53,2014-11-18,10260285,128456327,3,0,0,0
54,2014-11-18,10260285,148308630,3,0,0,0
55,2014-11-18,10260285,150823353,3,0,1,0
56,2014-11-18,10260285,264469913,3,0,0,0
57,2014-11-18,10260285,371485218,4,0,0,0
58,2014-11-18,10713699,56559502,2,0,0,0
59,2014-11-18,10713699,129813654,2,0,0,0
60,2014-11-18,10713699,247895972,3,0,0,0
61,2014-11-18,10735026,187922462,2,0,0,0
62,2014-11-18,10735026,315712739,1,0,0,0
63,2014-11-18,10735026,361830552,2,0,0,0
64,2014-11-18,10827687,280864613,1,0,0,0
65,2014-11-18,100087810,5638046,1,0,0,0
66,2014-11-18,100087810,46878789,1,0,0,0
67,2014-11-18,100087810,93751638,1,0,0,0
68,2014-11-18,100087810,126902916,1,0,0,0
69,2014-11-18,100087810,140674164,2,0,0,0
70,2014-11-18,100087810,242001622,1,0,0,0
71,2014-11-18,100087810,279142590,1,0,0,0
72,2014-11-18,100087810,321809149,1,0,0,0
73,2014-11-18,100087810,357397166,1,0,0,0
74,2014-11-18,100112527,61887912,2,0,0,0
75,2014-11-18,100112527,104620624,2,0,0,0
76,2014-11-18,100112527,215859135,1,0,0,0
77,2014-11-18,100112527,225628443,4,0,0,0
78,2014-11-18,100112527,231177728,2,0,0,0
79,2014-11-18,100112527,244217671,2,0,0,0
80,2014-11-18,100112527,365336820,2,0,0,0
81,2014-11-18,100112527,403710538,2,0,0,0
82,2014-11-18,100135783,30348759,3,0,0,0
83,2014-11-18,100135783,57336455,4,0,0,0
84,2014-11-18,100135783,76504562,1,0,0,0
85,2014-11-18,100135783,286529220,2,0,0,0
86,2014-11-18,100135783,347541669,1,0,0,0
87,2014-11-18,100135783,384085217,2,0,0,0
88,2014-11-18,100226515,9360158,1,0,0,0
89,2014-11-18,100226515,38726063,1,0,0,0
90,2014-11-18,100226515,59705659,1,0,0,0
91,2014-11-18,100226515,63285588,12,0,1,1
92,2014-11-18,100226515,127251272,1,0,0,0
93,2014-11-18,100226515,145623263,1,0,0,0
94,2014-11-18,100226515,185752807,1,0,0,0
95,2014-11-18,100226515,233847044,1,0,0,0
96,2014-11-18,100226515,241021997,3,0,0,0
97,2014-11-18,100226515,247877634,4,0,0,0
98,2014-11-18,100226515,278179829,1,0,0,0
99,2014-11-18,100418662,125695683,2,0,0,0
100,2014-11-18,100418662,175787199,1,0,0,0
101,2014-11-18,100418662,341415083,2,0,0,0
102,2014-11-18,100498063,43452294,1,0,0,0
103,2014-11-18,100498063,119286017,2,0,0,0
104,2014-11-18,100498063,176560217,1,0,0,0
105,2014-11-18,100498063,243457365,2,0,0,0
106,2014-11-18,100498063,259639611,2,0,0,0
107,2014-11-18,100498063,311685580,1,0,0,0
108,2014-11-18,100498063,328073952,5,0,0,0
109,2014-11-18,100498063,341732395,2,0,0,0
110,2014-11-18,100498063,367490595,2,0,0,0
111,2014-11-18,100498063,379686390,2,0,0,0
112,2014-11-18,100584796,294167986,2,0,0,0
113,2014-11-18,100584796,336494936,2,0,0,0
114,2014-11-18,100586848,351617502,1,0,0,0
115,2014-11-18,100764094,377764636,2,0,0,0
116,2014-11-18,100797178,50175541,1,0,0,0
117,2014-11-18,100797178,74722817,1,0,0,0
118,2014-11-18,100797178,90106384,1,0,0,0
119,2014-11-18,100797178,137811874,1,0,0,0
120,2014-11-18,100797178,207329829,1,0,0,0
121,2014-11-18,100797178,219420061,1,0,0,0
122,2014-11-18,100797178,246489788,1,0,0,0
123,2014-11-18,100797178,259450944,1,0,0,0
124,2014-11-18,100797178,267959298,1,0,0,0
125,2014-11-18,100797178,312630744,1,0,0,0
126,2014-11-18,100797178,354892745,1,0,0,0
127,2014-11-18,100797178,357460828,1,0,0,0
128,2014-11-18,100797178,386641256,1,0,0,0
129,2014-11-18,100797178,399616395,4,0,0,0
130,2014-11-18,100973683,115826435,1,0,0,0
131,2014-11-18,100973683,160834259,1,0,0,0
132,2014-11-18,100973683,171697130,1,0,0,0
133,2014-11-18,100973683,276861911,1,0,0,0
134,2014-11-18,100973683,308509863,1,0,0,0
135,2014-11-18,100973683,346600494,5,1,0,0
136,2014-11-18,101033902,294144647,1,0,0,0
137,2014-11-18,101099158,12346933,3,0,0,0
138,2014-11-18,101099158,32045644,1,0,0,0
139,2014-11-18,101099158,58727293,3,0,0,0
140,2014-11-18,101099158,179403862,1,0,0,0
141,2014-11-18,101099158,224482329,6,0,0,0
142,2014-11-18,101099158,284041417,3,0,0,0
143,2014-11-18,101099158,334068135,1,0,0,0
144,2014-11-18,101105140,351202080,1,0,0,0
145,2014-11-18,101267203,119286596,2,0,0,0
146,2014-11-18,101366281,7641561,2,0,0,0
147,2014-11-18,101366281,26205526,2,0,0,0
148,2014-11-18,101366281,61056166,2,0,0,0
149,2014-11-18,101366281,74056977,2,0,0,0
150,2014-11-18,101366281,90344596,2,0,0,0
151,2014-11-18,101366281,101037718,2,0,0,0
152,2014-11-18,101366281,105346422,2,0,0,0
153,2014-11-18,101366281,116070458,2,0,0,0
154,2014-11-18,101366281,122393022,2,0,0,0
155,2014-11-18,101366281,143523030,2,0,0,0
156,2014-11-18,101366281,155776783,2,0,0,0
157,2014-11-18,101366281,180263640,2,0,0,0
158,2014-11-18,101366281,195827892,3,0,0,0
159,2014-11-18,101366281,210636873,2,0,0,0
160,2014-11-18,101366281,223557801,2,0,0,0
161,2014-11-18,101366281,225239469,3,0,0,0
162,2014-11-18,101366281,255452624,1,0,0,0
163,2014-11-18,101366281,265794155,2,0,0,0
164,2014-11-18,101366281,300548863,2,0,0,0
165,2014-11-18,101366281,301941539,2,0,0,0
166,2014-11-18,101366281,304350416,2,0,0,0
167,2014-11-18,101366281,309782196,2,0,0,0
168,2014-11-18,101366281,347295814,2,0,0,0
169,2014-11-18,101366281,360647654,2,0,0,0
170,2014-11-18,101366281,367672869,9,0,0,1
171,2014-11-18,101366281,393043576,2,0,0,0
172,2014-11-18,101366281,393649539,5,0,0,0
173,2014-11-18,101366281,398840828,2,0,0,0
174,2014-11-18,101444554,142911046,2,0,0,0
175,2014-11-18,101454268,243457365,2,0,0,0
176,2014-11-18,101490976,244552692,2,0,0,0
177,2014-11-18,101684776,221472625,3,0,0,0
178,2014-11-18,101792437,334277627,2,0,0,0
179,2014-11-18,101792437,376662066,2,0,0,0
180,2014-11-18,101820583,316560840,2,0,0,0
181,2014-11-18,101830297,140674164,2,0,0,0
182,2014-11-18,101830297,174702907,12,1,1,1
183,2014-11-18,101830297,187495335,2,0,0,0
184,2014-11-18,101830297,290999637,2,0,0,0
185,2014-11-18,101830297,309662549,1,0,0,0
186,2014-11-18,101830297,338984757,2,0,0,0
187,2014-11-18,101830297,388998815,4,0,0,0
188,2014-11-18,101830297,396828325,2,0,0,0
189,2014-11-18,101982646,312420,1,0,0,0
190,2014-11-18,101982646,21994463,1,0,0,0
191,2014-11-18,101982646,28137461,1,0,0,0
192,2014-11-18,101982646,33677014,1,0,0,0
193,2014-11-18,101982646,49487131,1,0,0,0
194,2014-11-18,101982646,51229425,1,0,0,0
195,2014-11-18,101982646,57385429,1,0,0,0
196,2014-11-18,101982646,60290984,4,0,0,0
197,2014-11-18,101982646,61820190,3,0,0,0
198,2014-11-18,101982646,66149052,1,0,0,0
199,2014-11-18,101982646,79261037,1,0,0,0
200,2014-11-18,101982646,92314172,1,0,0,0
201,2014-11-18,101982646,92413948,3,0,0,0
202,2014-11-18,101982646,96161278,1,0,0,0
203,2014-11-18,101982646,108869358,1,0,0,0
204,2014-11-18,101982646,111611850,1,0,0,0
205,2014-11-18,101982646,114732417,1,0,0,0
206,2014-11-18,101982646,115926840,2,0,0,0
207,2014-11-18,101982646,119422775,1,0,0,0
208,2014-11-18,101982646,129516206,1,0,0,0
209,2014-11-18,101982646,133042473,1,0,0,0
210,2014-11-18,101982646,134063319,1,0,0,0
211,2014-11-18,101982646,134363366,1,0,0,0
212,2014-11-18,101982646,136329975,1,0,0,0
213,2014-11-18,101982646,146791021,1,0,0,0
214,2014-11-18,101982646,146796549,1,0,0,0
215,2014-11-18,101982646,164166400,1,0,0,0
216,2014-11-18,101982646,167402018,1,0,0,0
217,2014-11-18,101982646,167525807,1,0,0,0
218,2014-11-18,101982646,169196936,1,0,0,0
219,2014-11-18,101982646,179028620,1,0,0,0
220,2014-11-18,101982646,207413400,1,0,0,0
221,2014-11-18,101982646,214053866,1,0,0,0
222,2014-11-18,101982646,220326937,1,0,0,0
223,2014-11-18,101982646,220333186,1,0,0,0
224,2014-11-18,101982646,220424166,1,0,1,0
225,2014-11-18,101982646,237114108,5,0,0,0
226,2014-11-18,101982646,244617721,1,0,0,0
227,2014-11-18,101982646,250897304,1,0,0,0
228,2014-11-18,101982646,251877000,1,0,0,0
229,2014-11-18,101982646,259380945,1,0,0,0
230,2014-11-18,101982646,261456137,1,0,0,0
231,2014-11-18,101982646,264461189,1,0,0,0
232,2014-11-18,101982646,266638776,1,0,0,0
233,2014-11-18,101982646,274444925,1,0,0,0
234,2014-11-18,101982646,283482855,1,0,0,0
235,2014-11-18,101982646,297188682,3,0,0,0
236,2014-11-18,101982646,299782160,1,0,0,0
237,2014-11-18,101982646,305884101,1,0,0,0
238,2014-11-18,101982646,319472147,4,0,0,0
239,2014-11-18,101982646,336116346,2,0,0,0
240,2014-11-18,101982646,338527781,1,0,0,0
241,2014-11-18,101982646,338557442,1,0,0,0
242,2014-11-18,101982646,344118851,1,0,0,0
243,2014-11-18,101982646,367286070,2,0,0,0
244,2014-11-18,101982646,371860797,1,0,0,0
245,2014-11-18,101982646,378946358,1,0,0,0
246,2014-11-18,101982646,379038599,1,0,0,0
247,2014-11-18,101982646,379313777,1,0,0,0
248,2014-11-18,101982646,380347795,3,0,0,0
249,2014-11-18,101982646,380641959,1,0,0,0
250,2014-11-18,101982646,392400528,1,0,1,0
251,2014-11-18,101982646,392743473,1,0,0,0
252,2014-11-18,101982646,396651338,1,0,0,0
253,2014-11-18,101982646,396750855,1,0,0,0
254,2014-11-18,102041659,221382387,3,0,0,0
255,2014-11-18,102041659,265122669,3,0,0,0
256,2014-11-18,102079825,165582626,1,0,0,0
257,2014-11-18,102092764,355434012,1,0,0,0
258,2014-11-18,102092764,368877423,4,0,0,0
259,2014-11-18,102092764,374830407,2,0,0,0
260,2014-11-18,102092764,379302416,1,0,0,0
261,2014-11-18,102096355,10727803,3,0,0,0
262,2014-11-18,102096355,15916545,2,0,0,0
263,2014-11-18,102096355,52250369,5,0,0,0
264,2014-11-18,102096355,52643786,4,0,0,0
265,2014-11-18,102096355,80796732,4,0,0,0
266,2014-11-18,102096355,90690992,4,0,0,0
267,2014-11-18,102096355,114572972,3,0,0,0
268,2014-11-18,102096355,124745446,4,0,0,0
269,2014-11-18,102096355,164465000,3,0,0,0
270,2014-11-18,102096355,164544258,4,0,0,0
271,2014-11-18,102096355,179259680,2,0,0,0
272,2014-11-18,102096355,250637918,2,0,0,0
273,2014-11-18,102096355,252742026,3,0,0,0
274,2014-11-18,102096355,260210531,3,0,0,0
275,2014-11-18,102096355,286610134,4,0,0,0
276,2014-11-18,102096355,306761059,2,0,0,0
277,2014-11-18,102115747,290425,1,0,0,0
278,2014-11-18,102115747,156861211,2,1,0,0
279,2014-11-18,102115747,266240694,1,0,0,0
280,2014-11-18,102115747,316061120,2,1,0,0
281,2014-11-18,102337681,18379163,2,0,0,0
282,2014-11-18,102337681,296532780,3,1,0,0
283,2014-11-18,102360049,39047843,1,0,0,0
284,2014-11-18,102360049,175019592,1,0,0,0
285,2014-11-18,102360049,251571907,3,0,0,0
286,2014-11-18,102360049,303524702,3,0,0,0
287,2014-11-18,102360049,341322543,1,0,0,0
288,2014-11-18,102360049,377408757,1,0,0,0
289,2014-11-18,102360049,390189064,1,0,0,0
290,2014-11-18,102360049,398850626,4,0,0,0
291,2014-11-18,102466261,163746994,2,0,0,0
292,2014-11-18,102510358,68662246,3,0,0,0
293,2014-11-18,102510358,110195934,1,0,0,0
294,2014-11-18,102510358,110782183,2,0,0,0
295,2014-11-18,102510358,163043535,2,0,0,0
296,2014-11-18,102510358,258982114,2,0,0,0
297,2014-11-18,102510358,279596906,1,0,0,0
298,2014-11-18,102510358,365474280,1,0,0,0
299,2014-11-18,102744856,75681830,2,0,0,0
300,2014-11-18,102744856,125666923,3,0,0,0
301,2014-11-18,102744856,126902916,2,0,0,0
302,2014-11-18,102744856,136444548,3,0,0,0
303,2014-11-18,102744856,140674164,2,0,0,0
304,2014-11-18,102744856,352081208,1,0,0,0
305,2014-11-18,102823423,11696460,1,0,0,0
306,2014-11-18,102823423,24412110,2,0,0,0
307,2014-11-18,102823423,30097330,2,0,0,0
308,2014-11-18,102823423,49120831,2,0,0,0
309,2014-11-18,102823423,53754886,3,0,0,0
310,2014-11-18,102823423,62891690,2,0,0,0
311,2014-11-18,102823423,79439691,2,0,0,0
312,2014-11-18,102823423,124136136,3,0,0,0
313,2014-11-18,102823423,153021871,5,0,0,0
314,2014-11-18,102823423,176019890,1,0,0,0
315,2014-11-18,102823423,182062501,3,0,0,0
316,2014-11-18,102823423,199769654,3,0,0,0
317,2014-11-18,102823423,210013887,2,0,0,0
318,2014-11-18,102823423,222925522,1,0,0,0
319,2014-11-18,102823423,234848826,1,0,0,0
320,2014-11-18,102823423,264654373,3,0,0,0
321,2014-11-18,102823423,271246296,2,0,0,0
322,2014-11-18,102823423,307125227,2,0,0,0
323,2014-11-18,102823423,307868993,2,0,0,0
324,2014-11-18,102823423,331185808,1,0,0,0
325,2014-11-18,102823423,364741499,2,0,0,0
326,2014-11-18,102823423,398462651,3,0,0,0
327,2014-11-18,102877426,36051772,2,0,0,0
328,2014-11-18,102877426,95306681,4,0,1,0
329,2014-11-18,102877426,118983477,2,0,0,0
330,2014-11-18,102877426,134605311,2,0,0,0
331,2014-11-18,102877426,172638349,2,0,0,0
332,2014-11-18,102877426,299685324,2,0,0,0
333,2014-11-18,103014598,66064229,3,0,0,0
334,2014-11-18,103014598,69147552,5,0,0,0
335,2014-11-18,103014598,161501590,2,0,0,0
336,2014-11-18,103014598,188852281,1,0,0,0
337,2014-11-18,103014598,247810325,1,0,0,0
338,2014-11-18,103147567,276617558,3,0,0,0
339,2014-11-18,103193989,65340588,3,0,0,0
340,2014-11-18,103215328,47857289,3,0,0,0
341,2014-11-18,103215328,51371231,1,0,0,0
342,2014-11-18,103215328,82743191,3,0,0,0
343,2014-11-18,103215328,87531829,3,0,0,0
344,2014-11-18,103215328,97660461,1,0,0,0
345,2014-11-18,103215328,121266195,3,0,0,0
346,2014-11-18,103215328,137589655,1,0,0,0
347,2014-11-18,103215328,178256177,3,0,0,0
348,2014-11-18,103215328,255706083,3,0,0,0
349,2014-11-18,103215328,277007854,3,0,0,0
350,2014-11-18,103215328,294577298,1,0,0,0
351,2014-11-18,103215328,300122743,1,0,0,0
352,2014-11-18,103215328,338175076,1,0,0,0
353,2014-11-18,103215328,355614738,1,0,0,0
354,2014-11-18,103226932,207358444,2,0,0,0
355,2014-11-18,103226932,343829186,2,0,0,0
356,2014-11-18,103343899,18000789,11,0,0,1
357,2014-11-18,103343899,38473316,1,0,0,0
358,2014-11-18,103343899,138816811,2,0,0,0
359,2014-11-18,103343899,165076016,2,0,0,0
360,2014-11-18,103343899,245646466,2,0,0,0
361,2014-11-18,103343899,285954276,2,0,0,0
362,2014-11-18,103343899,292038308,2,0,0,0
363,2014-11-18,103343899,321106170,2,0,0,0
364,2014-11-18,103358296,1539680,1,0,0,0
365,2014-11-18,103358296,3746968,1,0,0,0
366,2014-11-18,103358296,4492629,1,0,0,0
367,2014-11-18,103358296,6155281,1,0,0,0
368,2014-11-18,103358296,7280829,1,1,0,0
369,2014-11-18,103358296,9464765,3,0,0,0
370,2014-11-18,103358296,9761307,1,0,0,0
371,2014-11-18,103358296,11214170,1,0,0,0
372,2014-11-18,103358296,19554829,1,1,0,0
373,2014-11-18,103358296,20430349,1,0,0,0
374,2014-11-18,103358296,21547741,1,0,0,0
375,2014-11-18,103358296,24069029,3,0,0,0
376,2014-11-18,103358296,28670311,1,0,0,0
377,2014-11-18,103358296,31504671,1,0,0,0
378,2014-11-18,103358296,34338008,1,1,0,0
379,2014-11-18,103358296,38125730,1,1,0,0
380,2014-11-18,103358296,43398417,3,0,0,0
381,2014-11-18,103358296,48123026,3,1,0,0
382,2014-11-18,103358296,50755553,1,0,0,0
383,2014-11-18,103358296,52433647,1,0,0,0
384,2014-11-18,103358296,57394203,3,1,0,0
385,2014-11-18,103358296,59700707,1,0,0,0
386,2014-11-18,103358296,60323431,3,0,0,0
387,2014-11-18,103358296,68870461,1,0,0,0
388,2014-11-18,103358296,83140964,1,0,0,0
389,2014-11-18,103358296,85636354,1,0,0,0
390,2014-11-18,103358296,91462152,3,1,0,0
391,2014-11-18,103358296,96059667,1,0,0,0
392,2014-11-18,103358296,99847553,1,1,0,0
393,2014-11-18,103358296,101511902,1,0,0,0
394,2014-11-18,103358296,101949282,1,0,0,0
395,2014-11-18,103358296,104140805,1,1,0,0
396,2014-11-18,103358296,105456010,1,0,0,0
397,2014-11-18,103358296,107984147,3,1,0,0
398,2014-11-18,103358296,110544662,1,0,0,0
399,2014-11-18,103358296,111636259,1,0,0,0
400,2014-11-18,103358296,121293007,1,0,0,0
401,2014-11-18,103358296,122424265,1,0,0,0
402,2014-11-18,103358296,133723403,1,0,0,0
403,2014-11-18,103358296,136896253,1,0,0,0
404,2014-11-18,103358296,139400373,1,0,0,0
405,2014-11-18,103358296,141465854,2,1,0,0
406,2014-11-18,103358296,146652484,1,0,0,0
407,2014-11-18,103358296,147856841,1,0,0,0
408,2014-11-18,103358296,152638953,1,0,0,0
409,2014-11-18,103358296,158238280,1,1,1,0
410,2014-11-18,103358296,158785069,1,0,0,0
411,2014-11-18,103358296,162596486,1,0,0,0
412,2014-11-18,103358296,165932902,1,0,0,0
413,2014-11-18,103358296,172463475,1,0,0,0
414,2014-11-18,103358296,174334190,1,0,0,0
415,2014-11-18,103358296,186730218,1,0,0,0
416,2014-11-18,103358296,200784147,1,1,0,0
417,2014-11-18,103358296,227733984,1,0,0,0
418,2014-11-18,103358296,228217949,1,0,0,0
419,2014-11-18,103358296,246773967,1,0,0,0
420,2014-11-18,103358296,252674563,1,0,0,0
421,2014-11-18,103358296,255034842,1,0,0,0
422,2014-11-18,103358296,257672134,1,1,0,0
423,2014-11-18,103358296,259627210,3,0,0,0
424,2014-11-18,103358296,260478671,1,0,0,0
425,2014-11-18,103358296,264247319,1,0,0,0
426,2014-11-18,103358296,268758719,1,0,0,0
427,2014-11-18,103358296,282522912,1,0,0,0
428,2014-11-18,103358296,282753220,1,1,0,0
429,2014-11-18,103358296,284083816,3,0,0,0
430,2014-11-18,103358296,284997889,1,0,0,0
431,2014-11-18,103358296,292981054,1,0,0,0
432,2014-11-18,103358296,294878371,1,0,0,0
433,2014-11-18,103358296,300078485,1,0,0,0
434,2014-11-18,103358296,314933168,1,0,0,0
435,2014-11-18,103358296,315170308,1,0,0,0
436,2014-11-18,103358296,316813039,1,0,0,0
437,2014-11-18,103358296,337026240,1,1,0,0
438,2014-11-18,103358296,337984457,1,1,0,0
439,2014-11-18,103358296,343800043,1,0,0,0
440,2014-11-18,103358296,349395347,1,0,0,0
441,2014-11-18,103358296,350595337,3,0,0,0
442,2014-11-18,103358296,357729370,1,1,0,0
443,2014-11-18,103358296,365652541,1,0,0,0
444,2014-11-18,103358296,367541718,3,0,0,0
445,2014-11-18,103358296,368811505,1,0,0,0
446,2014-11-18,103358296,371082656,1,0,0,0
447,2014-11-18,103358296,374968739,1,0,0,0
448,2014-11-18,103358296,379126815,1,0,0,0
449,2014-11-18,103358296,386282956,3,0,0,0
450,2014-11-18,103358296,392228737,1,1,0,0
451,2014-11-18,103358296,393013934,1,0,0,0
452,2014-11-18,103358296,403230860,3,1,0,0
453,2014-11-18,103358296,403691245,1,0,0,0
454,2014-11-18,103428109,185121757,2,0,0,0
455,2014-11-18,103779820,386768342,2,0,0,0
456,2014-11-18,103869346,160008894,2,0,1,0
457,2014-11-18,103876162,37044479,2,0,0,0
458,2014-11-18,103876162,39941250,2,0,0,0
459,2014-11-18,103876162,54960667,1,0,0,0
460,2014-11-18,103876162,70065263,3,1,0,0
461,2014-11-18,103876162,74057736,1,0,0,0
462,2014-11-18,103876162,80146478,4,1,0,0
463,2014-11-18,103876162,122057227,2,0,0,0
464,2014-11-18,103876162,177237914,1,0,0,0
465,2014-11-18,103876162,207137142,2,0,0,0
466,2014-11-18,103876162,252990863,1,0,0,0
467,2014-11-18,103876162,266030341,10,0,0,0
468,2014-11-18,103876162,290210485,2,0,0,0
469,2014-11-18,103876162,350360677,1,0,0,0
470,2014-11-18,103876162,361786034,4,1,0,0
471,2014-11-18,103876162,382662160,2,0,0,0
472,2014-11-18,103876162,384754890,2,0,0,0
473,2014-11-18,103876162,398709303,2,0,0,0
474,2014-11-18,103954435,263551010,4,0,0,0
475,2014-11-18,104037910,58810528,1,0,0,0
476,2014-11-18,104037910,110445571,1,0,0,0
477,2014-11-18,104037910,116218494,2,0,0,0
478,2014-11-18,104037910,116937563,4,0,0,0
479,2014-11-18,104037910,142636245,2,0,0,0
480,2014-11-18,104037910,163901781,1,0,0,0
481,2014-11-18,104037910,367137937,3,0,0,0
482,2014-11-18,104045572,16282025,2,0,0,0
483,2014-11-18,104066491,105975375,2,0,0,0
484,2014-11-18,104066491,165185867,1,0,0,0
485,2014-11-18,104154079,331216903,2,0,0,0
486,2014-11-18,104182726,273336824,2,0,0,0
487,2014-11-18,104182726,309405367,3,0,0,0
488,2014-11-18,104182726,342683188,2,0,0,0
489,2014-11-18,104182726,346860249,2,0,0,0
490,2014-11-18,104258353,15998138,2,0,0,0
491,2014-11-18,104258353,112859908,2,0,0,0
492,2014-11-18,104292325,122727559,3,0,0,0
493,2014-11-18,104292325,325316751,2,0,0,0
494,2014-11-18,104385280,230325766,2,0,0,0
495,2014-11-18,104385280,250829375,1,0,0,0
496,2014-11-18,104393455,8906407,10,0,0,1
497,2014-11-18,104393455,68423525,3,0,0,0
498,2014-11-18,104393455,100175032,2,0,0,0
499,2014-11-18,104393455,111659059,2,0,0,0
500,2014-11-18,104393455,126428590,1,0,0,0
501,2014-11-18,104393455,193397194,1,0,0,0
502,2014-11-18,104393455,269722011,4,0,0,0
503,2014-11-18,104393455,364334486,1,0,0,0
504,2014-11-18,104393455,364356453,6,1,1,3
505,2014-11-18,104393455,367866845,2,0,1,1
506,2014-11-18,104454286,61838070,3,0,0,0
507,2014-11-18,104665927,6701006,1,1,0,0
508,2014-11-18,104665927,8490441,1,0,0,0
509,2014-11-18,104665927,9472057,1,0,0,0
510,2014-11-18,104665927,19217568,1,1,0,0
511,2014-11-18,104665927,20651948,3,0,0,0
512,2014-11-18,104665927,24571457,1,0,0,0
513,2014-11-18,104665927,30287854,1,1,0,0
514,2014-11-18,104665927,31818671,2,0,0,0
515,2014-11-18,104665927,32795040,2,0,0,0
516,2014-11-18,104665927,41667131,1,0,0,0
517,2014-11-18,104665927,45898562,3,0,0,0
518,2014-11-18,104665927,59044419,1,0,0,0
519,2014-11-18,104665927,61066849,3,0,0,0
520,2014-11-18,104665927,61093811,1,0,0,0
521,2014-11-18,104665927,61871678,1,0,0,0
522,2014-11-18,104665927,63705223,1,0,0,0
523,2014-11-18,104665927,64254341,1,1,0,0
524,2014-11-18,104665927,69993611,7,1,0,0
525,2014-11-18,104665927,73275300,2,0,0,0
526,2014-11-18,104665927,77264941,1,1,0,0
527,2014-11-18,104665927,85123625,1,0,0,0
528,2014-11-18,104665927,86466931,1,0,0,0
529,2014-11-18,104665927,87394459,1,0,0,0
530,2014-11-18,104665927,91337585,4,0,0,0
531,2014-11-18,104665927,93053052,1,0,0,0
532,2014-11-18,104665927,93768104,3,0,0,0
533,2014-11-18,104665927,94460386,5,0,0,0
534,2014-11-18,104665927,102194994,1,0,0,0
535,2014-11-18,104665927,102238344,2,0,0,0
536,2014-11-18,104665927,102569276,1,0,0,0
537,2014-11-18,104665927,104661234,1,0,0,0
538,2014-11-18,104665927,109587629,1,0,0,0
539,2014-11-18,104665927,112735257,1,0,0,0
540,2014-11-18,104665927,114202894,3,0,0,0
541,2014-11-18,104665927,118958669,4,1,0,0
542,2014-11-18,104665927,119363818,3,1,0,0
543,2014-11-18,104665927,120008716,3,0,0,0
544,2014-11-18,104665927,122607998,1,0,0,0
545,2014-11-18,104665927,123635539,1,1,0,0
546,2014-11-18,104665927,124894622,1,1,0,0
547,2014-11-18,104665927,128591576,1,0,0,0
548,2014-11-18,104665927,136696075,1,0,0,0
549,2014-11-18,104665927,139342408,5,1,0,1
550,2014-11-18,104665927,148677903,3,0,0,0
551,2014-11-18,104665927,153017304,2,0,0,0
552,2014-11-18,104665927,157617105,1,0,0,0
553,2014-11-18,104665927,159266758,1,0,0,0
554,2014-11-18,104665927,159316810,2,1,0,0
555,2014-11-18,104665927,165430502,5,0,0,0
556,2014-11-18,104665927,165438497,1,0,0,0
