user_id,item_id
107750042,317473640
107750042,306456081
107750042,86654211
107750042,11970809
107750042,115350543
107750042,64328833
107750042,341981324
107750042,206464291
107874143,239200348
107919689,108610023
107919689,121555932
107919689,236848918
107919689,375646881
107919689,109214086
107919689,122165458
107964866,216154039
107964866,181544391
107964866,54570849
107964866,150122052
107964866,392787005
107964866,149366072
107964866,386499512
107964866,7523714
108034286,32683435
108034286,194604878
108034286,215934863
108034286,385146923
108034286,354703737
108034286,83908960
108034286,314962111
108034286,255921846
108034286,144377064
108034286,184865928
108034286,157859432
108034286,342927840
108034286,341205238
108034286,388769790
108034286,117577347
108034286,21337668
108034286,128622321
108034286,299262605
108034286,231173022
108034286,179419469
108034286,19365657
108038276,29402251
108038276,84605143
108038276,157949533
108038276,22640028
108038276,56064370
108049880,236803256
108049880,307306323
108049880,54941772
108049880,230980341
108049880,68199862
108049880,31453926
108049880,351990942
108049880,96114479
108049880,199275057
108049880,29702056
108049880,61189442
108049880,203443429
108049880,357183142
108049880,36105087
108049880,109772892
108049880,309950960
108049880,146980131
108049880,331495434
108049880,192651385
108049880,212710397
108049880,3636866
108049880,391626438
108049880,145535535
108049880,117329305
108049880,152308056
108049880,240077498
108059195,169652512
108059195,12412759
108059195,31983503
108059195,112994841
108059195,209890727
108191114,597862
108253988,76589106
108324380,330796226
108324380,209706594
108324380,206760973
108324380,349488100
108324380,245093966
108324380,234469409
108324380,216293644
108324380,145654524
108324380,129145382
108324380,107731210
108324380,273068690
108324380,372864805
108324380,117382830
108324380,89894870
108324380,396284233
108324380,201369750
108324380,116297947
108324380,208230172
108324380,126450169
108324380,6800491
108324380,34424976
108324380,296911368
108324380,398735784
108324380,86962271
108324380,262890165
108324380,35102593
108324380,278075415
108324380,123029204
108324380,389422719
108324380,74240662
108324380,246907989
108324380,127529407
108324380,364029
108324380,121101176
108324380,45995344
108324380,348872570
108324380,385309077
108324380,362199032
108324380,88360450
108359117,260712151
108359117,315910512
108359117,132640068
108387650,243249846
108387650,126703857
108456257,170314934
108456257,316492608
108456257,404561663
108456257,294623961
108456257,81464452
108461135,58720294
108461135,207075429
108461135,109657034
108480116,112544231
108541346,130386857
108541346,322915195
108541346,88330356
108541346,3640412
108622250,133127900
108648119,342753908
108648119,79536770
108648119,171716723
108648119,282655849
108648119,272999202
108648119,250047515
108648119,120552474
108648119,35541039
108648119,97009080
108648119,331050625
108648119,55087393
108648119,115453609
108648119,167544426
108648119,273377779
108648119,207735340
108648119,18346338
108648119,106554605
108648119,385515530
108648119,14742026
108648119,349651321
108648119,162451614
108648119,156039508
108648119,302262388
108648119,382352113
108648119,157875987
108648119,170765640
108648119,27504114
108648119,340142278
108648119,399070745
108702461,182355263
108702461,139131318
108702461,378964793
10872066,104244667
10872066,55709395
10872066,29199768
10872066,108785791
10872066,79158117
10872066,190259303
10872066,299976956
108721043,128073247
108721043,198160192
108721043,64798826
108809234,9777159
108810920,366290580
108810920,374185377
108810920,48689798
108810920,273682933
108810920,301727448
108810920,385444328
108810920,10254742
108810920,138631947
108810920,195051819
108810920,224049308
108810920,100473899
108810920,75127292
108810920,400492149
108810920,221538873
108810920,376760714
108810920,33261800
108810920,42433994
108810920,90680704
108810920,318877894
108810920,228902824
108810920,397256042
108810920,80538581
108810920,299165404
108810920,235140353
108810920,359309881
108810920,295496890
108810920,211376189
108810920,320769753
108810920,26234915
108810920,254432053
108810920,253078093
108898700,25064756
108927293,32041860
108927293,260114903
108934622,93775900
109130675,92544158
109130675,230594452
109130675,280211157
109130675,3983717
109130675,168122088
109130675,398923968
109130675,128304599
109130675,196322555
109164452,228571985
109164452,174580585
109164452,142485761
109164452,37089155
109164452,132369872
109211180,289613408
109211180,338409364
109211180,14252605
109211180,263919213
109211180,381135047
109211180,119074506
109354262,389827173
109354262,364238910
109354262,127847079
109354262,339261505
109354262,104438021
109354262,31234184
109354262,232880020
109579014,156933394
109579014,99604931
109579014,173814969
109579014,363557445
109579014,93714957
109579014,96651382
109647060,376061126
109676952,93935414
109676952,184452661
109676952,185388714
109676952,96158457
109676952,261764912
109706751,97028157
109706751,236687755
109706751,155414476
109706751,75139276
109706751,316490344
109706751,331978160
109706751,253260351
109706751,111163642
109706751,279683583
109706751,178851231
109706751,375934512
109706751,227176228
109859946,206671029
109859946,137774151
109921665,297817209
109921665,129371547
109921665,172012718
109921665,119316073
110115430,193522921
110115430,184014879
110115430,396962838
110115430,74832228
110115430,136295364
110115430,265843496
110115430,156872828
110115430,81507295
110115430,295115090
110115430,100569839
110115430,349596324
110115430,337127489
110115430,344028108
110115430,79089630
110115430,225198212
110115430,259603841
11012781,317662207
11012781,80978576
110162698,219434428
11020158,223541495
11020158,90434772
11020158,277508348
11020158,171797682
110216161,258321400
110216161,1507256
110262583,6886427
110262583,238625638
110330743,69847094
110330743,282069505
110330743,245479814
110330743,62890817
110330743,161542066
110330743,276703232
110330743,237227609
110330743,61505003
110330743,42577588
110379868,145272717
110379868,353568258
110379868,295753993
110379868,392309302
110379868,11408787
110379868,200669958
110400841,390548079
11043927,145852032
110507614,289142300
110507614,343427046
110507614,36881687
110507614,127104462
110507614,304361699
110507614,24526899
110581771,95513694
110581771,206795855
110581771,371220787
110581771,126532745
110606692,335452583
110606692,103964493
110606692,13706856
110606692,367589024
11062794,79439066
11062794,147538236
11062794,117322927
11062794,67837287
11062794,340316028
11062794,148361884
11062794,94863503
11062794,395557858
11062794,42558637
11062794,354450693
11062794,13015393
11062794,317335999
11062794,190495360
11062794,3617757
11062794,192380851
11062794,282919375
11062794,206605076
11062794,265732046
11062794,394944099
11062794,310476709
11062794,300514127
11062794,40890976
11062794,121870559
11062794,398660001
11062794,371224003
11062794,349146870
11062794,206787121
11062794,291790523
11062794,275824580
11062794,172245432
11062794,211253080
11062794,198934208
11062794,33916163
11062794,300421658
11062794,187719655
11062794,374503783
11062794,225755431
11062794,128187325
11062794,196067323
11062794,353512431
11062794,383010574
11062794,104163890
11062794,293202152
110634142,170155167
110634541,65384637
110712415,232214924
110712415,333213571
110712415,260033836
110712415,357967855
110712415,234459339
110712415,100787606
110712415,207121211
110712415,43363808
110712415,361024886
110714353,277980270
110714353,229030096
110763121,226330568
110763121,239360772
110767510,317882846
110767510,54471454
110767510,71835783
110770489,375748823
110770489,194153077
110770489,93304719
110770489,114141515
110770489,269815745
110770489,41767950
110770489,66499401
110770489,381667048
110770489,262783831
110853445,374518471
110961790,291792964
110961790,19462567
111068683,269594237
11109840,37648617
11109840,300566992
11109840,52354700
111111136,67498593
111148495,209552086
111148495,115412578
111148495,270730925
111148495,334135399
111148495,232440176
111155425,91488234
111214717,243358121
111256954,378630261
111270700,203995247
111270700,77849642
111270700,236263638
111294118,369366679
111294118,187247675
111294118,340980935
111294118,107077881
111294118,32471389
111294118,91261445
111294118,93727726
111314602,169350604
111314602,332947249
111314602,270420382
111314602,194510949
111314602,272302750
111314602,260438372
111345634,281429725
111345634,135043814
111356041,309634953
111356041,18938744
111356041,53062160
111382789,326133087
111382789,16507113
111382789,66917388
111382789,262373226
111382789,391936421
111382789,397310644
111382789,262483184
111382789,296027705
111402076,297412620
111409210,217870412
111409210,11931676
111409210,97383754
111409210,313434445
111409210,338266377
111409210,31551008
111435559,9780584
111435559,1559028
111435559,73976888
111435559,361423068
111435559,361681874
111435559,68931408
111547609,371607557
111547609,255937075
111558415,226008014
111558415,310669188
111558415,288177763
111558415,43295641
111558415,231380547
111629758,329206214
111694210,379200270
111694210,73947208
111694210,300703102
111694210,122454050
111694210,383620474
111694210,128748985
